Product_Description,Product_Type,Sentiment
cameron sinclair spearhead #japan disaster relief #sxsw via #twitter &amp; #iphone {link} #socialmedia #philanthropy,9,2
can't wait give ipad someone #sxsw. want in? head www.pep.jobs/upc enter. (must present win,6,3
"report: 5th avenue apple store sold 7,200 ipad 2 launch {link} #entry #friends #house #sxsw",6,3
special apple store #sxsw ipad. line block long. {link} {link},9,2
apple employee showed force #sxsw popup apple store. #ipad2,9,3
"guy line apple's pop-up store sixth street austin. &quot;i'm guy,&quot; told me. #sxsw",9,2
yai!!! new #ubersocial #iphone app store includes uberguide #sxsw sponsored (cont) {link},8,3
win ipad2 signing here: {link} #sxsw #wantlet,9,2
"#tech #apple save #sxsw, set open pop-up store: despite two austin, texas, locations,... {link} #technology",2,3
"day - party hangover, time confused, stumbling &quot;ipad interface &amp; new navigation structures.&quot; bliss. #sxsw #fb",9,2
new #ubersocial #iphone app store includes uberguide #sxsw sponsored #mashable (cont) {link},9,2
&quot;@mention register private beta win apple tv #sxsw! visit {link} details&quot;,9,2
saw someone filming #sxsw trade show floor w teeny hand held steady cam iphone. #jealous,8,3
÷¼ go beyond borders! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,9,2
"got many cool thing #sxsw.. headsets, usb drives, iphone charger galore, earphones... must 1k products! #rad",9,3
#sxsw #tapworthy ipad design headache - avoiding pitfall new design challenge,6,1
friendly reminder #sxsw attendees: talk text film slap mouth &amp; steal ipad. all.,9,2
win free ipad webdoc.com #sxsw,6,3
million people go google every month get doctor information. #vitalscom #sxsw,9,2
"#sxsw news: google launch major new social network called circles, possibly today {link}",5,3
arrived #gsdm &amp; #google #sxsw industry party.,9,2
great meet meetup! post new #sxsw medical apps {link} #sxswh #hcsm,9,2
one way go job search #sxsw - &quot;are guy hiring&quot; - man audience google's q&amp;a,9,2
announces #windowsphone app today #sxsw {link} #wp7,9,2
"#sxsw? come hear speak mins. designing ipad interface - new navigation schema ballrm a, 11:00am #uxdes",9,2
"#samsung, #sony follow #apple, #hp lead {link} #austin #atx #sxsw",9,2
"rim hp going lease store next door, put ûïcoming soonû signs' {link} &lt;@mention apple #sxsw",9,2
playing {link} new service rolled #sxsw web iphone version. android webos?,9,2
actually true! apple opening temporary store downtown austin #sxsw &amp;ipad2 launch {link},9,2
ne sapete qualcosa? ûï@mention google launch major new social network called circle {link} #sxswû,9,2
person plane without ipad ii #sxsw,9,2
"shoe foot. newspaper always chasing young readers. #sxsw, young developer pack panel ipad design boomers. #yourmom",9,2
going #sxsw? find &amp; could win tech prize #ipad &amp; #iphone cases!,9,2
#120 line temp sq. ft #apple store new #ipad austin #sxsw,9,2
people lining team android award #sxsw {link},9,2
google launch major new social network called circles!!! #google #circles #sxsw {link},9,2
"#love&lt;=&gt; hey austin, know little #iphone #android, love music &amp; wanna make $20/hour #sxsw? please let know.: hey...",9,2
u see anything google's circle #sxsw?,9,2
le half hour we'll tell win ipad 2! now! #sxsw #sxswi,9,2
could first big news #sxsw... {link} google building new social framework.,9,3
"wife tried call att iphone, att say number working. #sxsw taking att network nationwide?",8,2
i'm debuting new iphone &amp; droid app #sxsw next year. make phone waterproof &amp; light cigarette you.,9,3
interviewed mashable waiting line popup apple store #sxsw.,9,2
"currently #sxsw - learning stuff ipad design, would seem: {link}",9,2
checking google's keynote #sxsw #mkesxsw wisconsin!,9,3
we've got busy week ahead: new book #google apps available amazon &amp; we're attending #sxsw,9,2
interview mike mccue - co-founder flipboard! - ipad user tune - {link} #smc #sxsw #fb,9,2
free heat map app 4sq check-in #sxsw see hot spot sxsw. wp7 &amp; iphone #wedig,9,2
google (tries again) launch new social network called circles: {link} #sxsw,3,2
cab ride hell get apple store mall. sold out. getting dinner figure get back hotel. #sxsw,2,1
google smart positioning brand. they're search engine. they're organizing world's info. higher purpose. #savebrands #sxsw,3,3
#winning picture #android #google #sxsw {link},9,2
"checkins fun, need extend beyond fun make checkins useful #sxsw #google",9,2
good job #sxsw! went home &amp; watched season guild =d. suck tweet abt iphone hijack top tweet lol,8,1
would give apple stock like slim. {link} #sxsw,9,3
&quot;40% google map usage mobile&quot; - marissa mayer #sxsw,9,2
cool rumor: apple opening temporary store downtown austin #sxsw ipad .. {link},2,3
trying collaborate #sxsw event friends. google calendar plancast?,9,2
get personalized sxsw show schedule via app from... {link} #mobile_apps #music #echo_nest #rhapsody #sxsw #cyber #iphone,9,2
beautifully smart simple idea @madebymany @thenextweb wrote #hollergram ipad app #sxsw! http://bit.ly/ieavob,7,3
smart #hollergram ipad app #sxsw! {link} (may leave vuvuzela home now),7,3
"record, not/was ipad line. merely passed making minor #sxsw rounds. home now.",9,2
"according google confirmed launching #sxsw, all.",9,2
"even begins, #apple #winning #sxsw {link} via",9,2
÷¼ go beyond borders! ÷_ {link} ë© #edchat #musedchat #sxsw #sxswi #classical #newtwitter,9,2
"sxsw weekend ipad release. taking part either? sadly, no. #sxsw #anybodywanttobuymeanipad2",6,3
anyone else using #hashable network #sxsw week? trying android version...,9,2
check free sampler itunes! {link} #sxsw,9,2
mayer map google's coming location dominance #sxsw | {link} via,9,2
"unlike google analytics, meant show others sharing capabilities. #sxsw #bavcid",9,2
#apple pop store making appearance #austin #sxsw. {link},9,2
found iphone: ballroom now. volunteer door it. #sxsw #sxswi,9,2
#sxsw? get soundcloud iphone app {link} start recording. use 4sq geotagging map: {link},9,2
"#sxsw starting, #ctia around corner #googleio hop skip jump there, good time #android fan",0,3
google lost way caring much business vs. users' - #psych #sxsw,3,1
cameron sinclair spearhead japan disaster relief #sxsw via twitter &amp; iphone {link},9,2
apple open pop-up shop sxsw [report]: {link} #sxsw,9,2
google preview major new social service called google circle today #sxsw {link},9,2
"google launch major new social network called circles, possibly today #sxsw #sxswi - {link}",9,2
biggest line #sxsw? buy ipad 2. every compan open bar.,6,3
google might launching social network called circle #sxsw ... course {link},9,0
"even begins, apple win #sxsw {link} /via",2,3
apple #sxsw #popupstore like crack house mac addict,2,1
{link} people waiting new ipad outside apple's temporary store 6th street. door open 5pm #sxsw,9,2
whoa - line ipad2 3blks long!!! #apple #austin #sxsw,9,3
come #apple! cant spell-checking without auto-correct? must nothing? #grrr #sxsw,2,1
probably put away... android party kinda embarrassed iphone #sxsw,8,1
mark third time someone asked watch ipad #sxsw hit restroomi. guess look trustworhy.,9,2
"listening marissa meyer, head google social get grilled jc penney lol #sxsw",9,2
two year old show u howmto use ipad #usdes #sxsw,6,3
happens #apple hire security #sxsw #austin {link},9,2
"get #sxsw film red carpet coverage cw austin star mandy dugan grouped{in}, get app {link}",9,2
seated turkey bowl; armadillo &amp; kill list sxxpress pass acquired; could buy ipad. #sxsw,6,3
really digging austin -- especially east side. stopped apple size head great buzz. #sxsw,9,2
free &quot;payments #android platform&quot; webinar march 30th - register today! {link} #sxsw ^mr,9,2
"look interesting rt@mention google launch major new social network called circles, possibly today {link} #sxsw",5,3
got iphone android app? im back phone gap session. show app get window phone marketplace free. #sxsw,9,2
whatûªs new blogger {link} #blogging #blogger #google #sxsw,9,2
#sxsw austin conference. google search - interactive / music / film.,9,2
"interesting --&gt;&gt; google launch major new social network called circles, possibly today {link} #sxsw",9,3
s/o people google #sxsw.... din know either... (i'm hip though!!!),9,2
"&quot;@mention google launch major new social network called circles, possibly today {link} #sxsw&quot;",9,2
cue hype interrupt regularly scheduled #sxsw geek programming big news {link} #google #circles,9,2
#sxsw google calendar getting little control,5,1
clearly #wp7dev mobile smackdown v iphone android iron dev #sxsw. kudos,9,2
fluffy seen party last night &amp; camera {link} #sxsw #sxsi,9,2
google circle social network? {link} #sxsw,9,2
"google spokewoman nadja blagojevic e-mail google circle: &quot;we announcing anything like #sxsw, untrue rumor.&quot;",9,2
almost every &quot;how _______?&quot; answered w google doc session. #sxsw #looseorganizations,9,2
apple might joining nfc bandwagon:{link} slide nfc/rfid talk #sxsw {link},9,2
lonely planet's free guide austin: {link} iphone #sxsw,9,2
cedar street courtyard also apple store #sxsw {link} small fan :-),9,2
used 's ipad app example good navigation! #sxsw {link} via @mentionn,7,3
can't wait. 6th congress get ur ipad 2. apple opening pop-up store austin #sxsw tcrn.ch/eb5fjs,9,2
need ipad charger! suggestions/kind offer peep #sxsw ?,9,2
apple set temporary store #sxsw; ipad anyone? {link} cc,6,3
#sxsw austin apple store security guard enjoying new ipad2,9,2
provided stats tablets? specific platform (iphone vs. android)? #sxsw #cnngrill,9,2
"google brain spent weekend answering search query #sxsw attendees. worry. search google, stay google. ;-)",9,2
apple pop-up shop #sxsw {link},9,2
sweet new 3-d google map demo going ballroom #sxsw,5,3
wow! - google launch new social network sxsw? {link} #sxsw #google,3,3
z17: protect innocent {link} en6p2e [codes valid: 8:00-11:59:59p 03/12/11] #infektd #sxsw #zlf,9,2
{link} #google launch major new social network called 'circles'! #social networking back basics. #sxsw,9,2
setting ipad2 - swift upbeat service morning #sxsw apple pop-up store.,6,3
"monday #sxsw: barry diller, new york times, congress lunch, w hotel party, google party, six dirty martinis. monday be.",3,3
"apple opening downtown austin pop store #sxsw. even begins, apple win sxsw {link}",2,3
"&quot;future&quot; contextual discovery nice way articulating intersection social, mobile search. #sxsw",9,2
"ha.ha. #sxsw news: yahoo.com loosing search traffic new site, google.com. doubt last tho w/ weird name.",9,2
"&quot;just somebody patented something, meant they're using it&quot; - google #sxsw",9,2
#tech one lone dude awaits #ipad_2 #appleûªs #sxsw store: apple likely expected bigger crowd forming... {link} #technology,9,2
"hey, #sxsw attendees. summon town car party hopping iphone nothinû_ (cont) {link}",9,2
apple v android thing going tomorrow #sxsw,9,2
look like apps #sxsw #iphone. #blackberry? blackberry??? {link} (rt,8,3
funny even cnn saying stay clear austin apple store friday (ipad launch) cuz #sxsw. {link},2,2
google set launch new social network #circles today #sxsw,9,2
i've seen best ipad case ever #sxsw - i'm starting transfer bit book fetishism ipads slowly surely.,6,3
apple know target audience. pop-up shop sxsw sell ipad launch day. #sxsw #apple,2,3
thank retweeting apple store #sxsw info.,9,2
morning everyone! ipad giveaway #sxsw close v shortly! need sign {link} enter - go it!,9,2
yes apple store downtown austin open til midnight. #sxsw,9,2
posterous join sxsw pile posterous event iphone - techcrunch {link} #sxsw,9,2
iphone apps put screen #sxsw ? making new ui next days!,9,2
time: launch unofficial #sxsw insider's guide iphone. nice. {link} #bynd,8,3
line already forming temp austin apple store...and open 5. #sxsw #insanity,9,2
"google launch major new social network called circles, possibly today {link} #sxsw #sxswi",9,2
new #ubersocial #iphone out. includes uberguide #sxsw sponsored #mashable {link} &lt; v nicely done,7,3
ht google launching &quot;circles.&quot; i'm intrigued wary. {link} #sxsw,9,2
"agreed! u could afford attend #sxsw buy ipad today, consider saving $$$ japan earthquake relief.",9,2
evernote + iphone awesome #sxsw notes/photos #taccsxsw,8,3
&gt; guy get tattoo sxsw could win free ipad2 {link} #sxsw #tattoo #ipad #internet,9,2
#apple setting pop-up store austin (to sell bajillions ipad2s #sxsw attendees) {link} [brilliant],6,3
"dude propping ipad urinal, time valuable #sxsw #ewww",9,2
#sxsw also known hershel iphone autocorrect. {link},9,2
i'm listening 'get by' talib kweli via discovr app iphone i'm plane #sxsw. love gogo. {link},7,3
queue now... #apple set open popup shop core #sxsw action #ipad2 {link},9,2
hope apple enough foresight overstock austin store ipad 2's tomorrow #sxsw,9,2
"rumor longer, apple open pop store congress ipad2 launch #sxsw. {link} #geeksrejoice",9,2
"possible dì©voilement au #sxsw google launch major new social network called circles, possibly today {link}",9,2
best thing saw #sxsw tonight. security guard protecting ipad 2. awesome. {link},9,2
#sxsw? check #tokii maple leaf digital lounge {link} www.tokii.com,9,2
think effing hubby line #ipad 2. someone point towards line-up wife number #2. #sxswi #sxsw,6,1
#sxsw future program: google tv ipad apps - connected tv experience - {link},9,2
pinoy insight sxsw conf- conf mobile ipad app great use even plan day friend #sxsw,7,3
